# The endpoint differ's case matrix — `rust/endpoint-parity.sh` reads this file.
#
# Format:  <id> | <METHOD> | <path-and-query> | <json body or -> | <headers or ->
#
#   id      stable; names the dumped bodies under .parity-state/endpoint-diffs/
#           A LEADING `!` marks a KNOWN-OPEN case: the differ reports it in full
#           under a loud banner and does NOT fail the gate. Unported endpoints
#           belong here, in the file, not missing from it — "we know" beats
#           "nobody looked".
#   METHOD  GET / POST / PUT / DELETE / HEAD / OPTIONS
#   target  sent verbatim, query string included; it is not re-encoded
#   body    JSON, sent as application/json; `-` or empty means no body
#   headers OPTIONAL fifth field: `Name: value` lines separated by `;;`.
#           `;;` and not `;`, because a header VALUE contains `;`
#           (`text/html; charset=utf-8`) and `,` (`X-Foo, Content-Type`).
#           Added by the rulings pass for DIV-050: `CORSMiddleware` returns
#           immediately when there is no `Origin`, so 763 rows of evidence said
#           nothing whatever about it and it could not be ported honestly until
#           a row could reach it.
#
# ORDER IS SIGNIFICANT. `deps.current_log_path` is server state that
# `POST /api/project-by-dir` writes and every project-scoped GET reads, so the
# rows run top to bottom against both servers and the state carries. Do not sort
# this file.
#
# Provenance of the row groups:
#   S-*   the four SPA page routes + the /static mount (RS-5-117..121) — the
#         wave's oracle: these serve the UNMODIFIED checked-in React bundle
#   P-*   routes/projects.py (RS-5-095..101)
#   D-*   routes/data.py (RS-5-066..070)
#   V-*   validation / error paths — the shapes a happy-path matrix never sees

# ── the React oracle ─────────────────────────────────────────────────────────
S-root              | GET | /                                  | -
CMD-sessions-float  | POST | /api/optimize/claudemd-preview | {"text": "# T\n\n<!-- x -->\n", "sessions_per_month": 5.0}
CMD-sessions-true   | POST | /api/optimize/claudemd-preview | {"text": "# T\n\n<!-- x -->\n", "sessions_per_month": true}
# An unknown key is ignored, not rejected.
CMD-extra-key       | POST | /api/optimize/claudemd-preview | {"text": "# T\n", "nope": 1}

# ── the 422 shapes, each measured against the reference before it was written
CMD-missing-text    | POST | /api/optimize/claudemd-preview | {}
CMD-text-int        | POST | /api/optimize/claudemd-preview | {"text": 3}
CMD-text-null       | POST | /api/optimize/claudemd-preview | {"text": null}
CMD-label-int       | POST | /api/optimize/claudemd-preview | {"text": "x", "file_label": 3}
CMD-sessions-zero   | POST | /api/optimize/claudemd-preview | {"text": "x", "sessions_per_month": 0}
CMD-sessions-false  | POST | /api/optimize/claudemd-preview | {"text": "x", "sessions_per_month": false}
CMD-sessions-huge   | POST | /api/optimize/claudemd-preview | {"text": "x", "sessions_per_month": 100001}
CMD-sessions-abc    | POST | /api/optimize/claudemd-preview | {"text": "x", "sessions_per_month": "abc"}
CMD-sessions-frac   | POST | /api/optimize/claudemd-preview | {"text": "x", "sessions_per_month": 5.5}
CMD-sessions-list   | POST | /api/optimize/claudemd-preview | {"text": "x", "sessions_per_month": []}
CMD-all-bad         | POST | /api/optimize/claudemd-preview | {"sessions_per_month": "z", "file_label": 2, "text": 1}
CMD-not-an-object   | POST | /api/optimize/claudemd-preview | []

# ── deliberately ABSENT rows, with the reason ───────────────────────────────
#
# * **malformed JSON.** pydantic reports
#   `{"type":"json_invalid","loc":["body",<byte offset>],"ctx":{"error":<parser
#   message>}}`, and both the offset and the message come from pydantic-core's
#   own parser. The port emits a fixed `offset 0 / "Expecting value"` shape,
#   which is only verified for leading garbage. Recorded as DIV-119 rather
#   than asserted here — no row claims a shape that was not measured.
# * **the 413 branch.** It needs a body over 2 MB, which does not belong in a
#   line-oriented case file. Covered by a unit test on the rendered error
#   instead (`the_oversize_guard_is_the_413_and_it_counts_bytes`).
# * **an empty request body.** The differ's `-` means "send no body at all",
#   which also drops the `content-type`; FastAPI's answer then depends on the
#   client's framing rather than on the port. Covered by a unit test
#   (`an_empty_body_and_a_non_object_body_fail_differently`).

# ── from parity/endpoint-cases-c-plan.txt ─────────────────────────
# Batch C / member `plan` — case rows for `GET /api/plan` (RS-5-090).
#
# Format and conventions: see the header of `parity/endpoint-cases.txt`. The
# integrator merges these rows into that file and strips the leading
# `P-by-dir-known` selection row, which already runs earlier there.
#
# `/api/plan` takes NO query parameters — it is a pure function of
# `config.json`, `store.db` and the clock — so the matrix is thin by nature.
# What it can still prove is the null-plan payload byte for byte, the two
# router fallbacks, and that the endpoint is genuinely side-effect free.
#
# Side effects: NONE. Every row below is a GET or an unclaimed method on
# `/api/plan`. The handler opens the store read-write (that is what
# `store/db.py::connect` does on both sides) but issues only SELECTs; the
# Python side additionally runs `schema.apply`, which is idempotent DDL the
# harness store already satisfies. Nothing under `$STACKUNDERFLOW_HOME` is
# written. Law 7 is satisfied.
#
# COVERAGE GAP, stated up front (see DIV-c-plan.md): the harness home's
# `config.json` carries no `plan_name` / `plan_monthly_usd`, so `PL-plan`
# exercises the NULL branch only. The spend rollup, the billing window, the
# burn projector and the currency conversion are covered by unit tests, not by
# this matrix. Setting a plan is a home mutation, not a case row.

# ── the state row this file needs first (integrator strips it) ───────────────

# ── the endpoint ─────────────────────────────────────────────────────────────
# The happy path. On the harness home this is the no-plan payload:
#   {"plan":null,"usage":null,"projection":null,"currency":{...}}
# `currency` is stamped even in the null branch, and `rate_from_usd` must render
# `1.0` and not `1` — a one-byte difference the pyjson writer is the only thing
# guarding.
PL-plan             | GET | /api/plan                          | -

# Repeat immediately. Python memoises the spend rollup (`_SPEND_CACHE`) and the
# port does not (DIV-091), so this row is the cheapest available proof that the
# memo cannot change the answer within one store revision. It is also the row
# that would catch a first-call-only side effect.
PL-plan-repeat      | GET | /api/plan                          | -

# `/api/plan` is not project-scoped — it has no `_require_project()` guard — so
# it must answer identically whether or not a project has been selected. This
# row runs AFTER the selection above; a divergence here would mean one of the
# two servers is leaking `deps.current_log_path` into a global rollup.
PL-plan-any-project | GET | /api/plan                          | -

# ── error / fallback shapes ──────────────────────────────────────────────────
# The route is GET-only, so FastAPI's router raises HTTPException(405) and the
# installed handler renders `{"detail":"Method Not Allowed"}` as JSON. axum's
# native 405 is an empty body with no content-type; `crate::json` restores
# starlette's. Body is `-` because a 405 is decided before the body is read.
PL-plan-post        | POST | /api/plan                         | -
PL-plan-put         | PUT  | /api/plan                         | -
PL-plan-delete      | DELETE | /api/plan                       | -

# Neighbouring paths nothing claims — FastAPI's `{"detail":"Not Found"}`, not
# starlette's plain-text default. `/api/plans` (plural) is the typo a client
# actually makes; the trailing slash is the one a proxy adds.
PL-plan-plural      | GET | /api/plans                         | -
# ── DIV-133 — CLOSED by the rulings pass. `redirect_slashes`, all of it ─────
#
# `/api/plan/` was the one row in the matrix that sent a trailing slash, and it
# was `!` because the answer is a `307` on EVERY one of the 93 endpoints and
# `NormalizePathLayer` (the obvious fix) answers `200`. `crate::path_semantics`
# reproduces the redirect instead: a fallback that re-tests the toggled path and
# emits starlette's own response. Measured before it was written —
#
#   307, `content-length: 0`, NO `content-type`, and an ABSOLUTE
#   `location` built from the `Host` header and put through
#   `quote(url, safe=":/%#?=@[]!$&'()*+,;")`.
#
# The `location` is now compared (`parity/src/endpoints.rs`), which it never was
# — a `307` has an empty body and no content-type, so status alone had been the
# entire test and a redirect to the wrong URL would have scored identical.
PL-plan-slash       | GET | /api/plan/                         | -
PL-plan-subpath     | GET | /api/plan/status                   | -
# The query string rides along, RAW: uvicorn never decodes it and `quote`'s safe
# set keeps `?`, `=`, `&` and `%` intact.
SL-projects-query   | GET | /api/projects/?limit=2             | -
SL-plan-query-pct   | GET | /api/plan/?a=b&c=d%20e             | -
# `rstrip("/")` takes EVERY trailing slash, not one.
SL-plan-double      | GET | /api/plan//                        | -
# The redirect is decided before the method is: the router never gets far enough
# to raise its 405, so a method the path does not accept still redirects.
SL-plan-put         | PUT  | /api/plan/                        | {}
SL-plan-head        | HEAD | /api/plan/                        | -
SL-plan-post        | POST | /api/plan/                        | {}
# The SPA page routes are starlette routes too.
SL-settings         | GET | /settings/                         | -
SL-live             | GET | /live/                             | -
# The OTHER direction — `route_path + "/"`. `/project/{full_path:path}` matches
# the empty rest on the reference (DIV-462), so `/project/` is a 200 and
# `/project` redirects to it. Both were wrong here before this pass: axum's
# `{*full_path}` needs at least one character, so `/project/` 404'd and
# `/project` had nothing to redirect TO.
SL-project-append   | GET | /project                           | -
SL-project-empty    | GET | /project/                          | -
# Where the redirect must NOT fire, which is the half a normalising layer gets
# wrong. `//` rstrips to the empty string and matches nothing; `/nope/` trims to
# a path no route claims; `/` is excluded by name (`route_path != "/"`).
SL-root-double      | GET | //                                 | -
SL-unknown-slash    | GET | /nope/                             | -
# A POST that redirects: the reference answers before the handler runs, so this
# row cannot select a project as a side effect — which is what makes it safe to
# put in an ORDER-DEPENDENT file at all (law: case rows are side-effect-free).
SL-by-dir-slash     | POST | /api/project-by-dir/              | {"dir_name": "-no-such-project-anywhere"}
# The two rows other batches recorded as deliberately ABSENT because DIV-133 was
# open — `endpoint-cases.txt` says so at both sites. They are here now.
SL-compare-slash    | GET | /api/sessions/compare/             | -
SL-ollama-bare      | GET | /ollama-api                        | -
# Decode-then-redirect, in one row: `%61` is `a`, so uvicorn hands starlette
# `/api/plan/`, which redirects to `/api/plan` — and the `location` carries the
# DECODED spelling, not the escape. DIV-168 and DIV-133 in the same request.
SL-encoded-slash    | GET | /api/pl%61n/                       | -

# A query string on a parameter-less endpoint is ignored, not rejected: neither
# FastAPI nor axum validates unknown query keys, so this must be byte-identical
# to `PL-plan`. It is here because "and then someone adds a parameter" is how a
# 422 quietly appears on a surface that never had one.
PL-plan-junk-query  | GET | /api/plan?nonsense=1&days=7        | -

# ── from parity/endpoint-cases-c-compare.txt ─────────────────────────
# BATCH C / compare — `GET /api/compare` (RS-5-059).
#
# Format and conventions: see the header of `endpoint-cases.txt`. This is a
# SIDECAR file; the integrator merges it into the shared matrix and strips the
# leading `P-by-dir-known` row, which already runs earlier there.
#
# ── READ THIS BEFORE WONDERING WHY THE 200s ARE ALL `!` ──────────────────────
#
# The payload is `{"period": …, "models": [...], "generated": time.time()}`.
# `generated` is a wall-clock float, read *after* the query runs, and the differ
# compares BODY BYTES with no field masking. So every 200 from this endpoint is
# a guaranteed divergence on one field, in every run, forever — not a port
# defect and not something a port can fix. Every 200 row below is therefore a
# `!` (known-open): reported under the banner, never fatal.
#
# That would leave the endpoint with no evidence at all, so the evidence was
# produced out of band instead. With `generated` pinned to the same value on
# both sides, `build_compare_payload` was run against
# `.parity-state/fresh/store.db` (the differ's own corpus, opened read-only) for
# fourteen argument combinations — both codepaths, both filters, the case-fold,
# the misses — and every one rendered BYTE-IDENTICAL to the Python. Method,
# script and the one seam that broke it are in `DIV-c-compare.md` (DIV-085).
#
# The two things that WOULD have to be true for these rows to go green:
#   * the differ learns to mask a named field per case, or
#   * `pyserver.py` pins `time.time()` — which its own docstring forbids
#     ("NOT patched, on purpose: anything that changes a RESPONSE").
# Neither is this batch's file to edit. Flagged, not decided.
#
# The 4xx/405 rows below carry no `generated` at all and ARE deterministic, so
# they are plain rows and they do gate.
#
# Side effects: none. Every codepath here is `SELECT`-only. Python additionally
# runs `schema.apply(conn)` per request, which is a `PRAGMA user_version` read
# and an immediate return on a current store (DIV-087) — the differ boots the
# Python server first, which has already applied it. No row writes. DIV-059 is
# satisfied.

# ── project selection (stripped on merge; here so the file stands alone) ─────

# ── the four periods ─────────────────────────────────────────────────────────
# `month` is the default and is stable within a calendar month; `today` is
# stable within a calendar day; `all` is unbounded. `week` is the odd one —
# `PERIOD_MAP` maps it to `7days`, a ROLLING instant with microseconds, so the
# two servers compute bounds a few milliseconds apart and a message inside that
# gap is a second, real divergence on top of `generated`. Same property
# `CD-prov-week` already carries in the shared file, same reason.
!CMP-default        | GET | /api/compare                       | -
!CMP-month          | GET | /api/compare?period=month          | -
!CMP-today          | GET | /api/compare?period=today          | -
!CMP-all            | GET | /api/compare?period=all            | -
!CMP-week           | GET | /api/compare?period=week           | -

# ── the period allow-list: 400s, and they are byte-deterministic ─────────────
# `_VALID_PERIODS` is a TUPLE and the detail is `', '.join(_VALID_PERIODS)`, so
# the message reads `today, week, month, all` — declaration order, NOT sorted.
# `services/compare.py::_resolve_scope` raises the same sentence for the same
# four aliases with `sorted(PERIOD_MAP)` instead (`all, month, today, week`);
# the route's 400 is what makes that second spelling unreachable over HTTP.
# `7days` is the sharpest case: it is a perfectly valid *scope* spec and still a
# 400 here, because the route validates the ALIAS layer.
CMP-bad-period      | GET | /api/compare?period=nonsense       | -
CMP-bad-7days       | GET | /api/compare?period=7days          | -
CMP-bad-30days      | GET | /api/compare?period=30days         | -
CMP-bad-empty       | GET | /api/compare?period=               | -
CMP-bad-case        | GET | /api/compare?period=Month          | -
CMP-bad-space       | GET | /api/compare?period=%20month       | -
# Scalar query parameters take the LAST occurrence (starlette builds
# `QueryParams._dict` by comprehension), so this 400s on `nonsense` and not on
# the valid `today` that precedes it.
CMP-bad-last-wins   | GET | /api/compare?period=today&period=nonsense | -

# ── provider: a scalar filter, and it does not behave like the project one ───
# `LOWER(provider) = ?` against a lowered parameter on the mart path, so
# `CLAUDE` matches — while the fallback path compares `projects.provider = ?`
# raw and the same spelling matches nothing there. Both spellings are here.
!CMP-prov-claude    | GET | /api/compare?provider=claude       | -
!CMP-prov-case      | GET | /api/compare?provider=CLAUDE       | -
!CMP-prov-codex     | GET | /api/compare?period=all&provider=codex | -
!CMP-prov-miss      | GET | /api/compare?provider=nosuchprovider | -
# `?provider=` is the empty string, NOT an absent parameter, and the mart path
# tests it two different ways in two adjacent functions: `if provider_filter:`
# (falsy — filters no session rows) and `if provider_filter is not None:`
# (true — prunes the model list to models that HAVE a session row). DIV-086.
!CMP-prov-empty     | GET | /api/compare?provider=             | -
!CMP-prov-last-wins | GET | /api/compare?provider=codex&provider=claude | -

# ── project: repeatable, and it switches the whole implementation ────────────
# `project_filter is None` is the mart fast-path's gate. One `project=` — even a
# slug that matches nothing — drops the request onto the raw `messages` join and
# re-prices every assistant message through the cost engine, because
# `model_day_mart` carries no `project_id`. These rows are the only ones in the
# file that exercise the pricing seam (DIV-056), which is why the miss case is
# here too: it proves the fallback returns `[]` rather than falling back again.
!CMP-proj-1         | GET | /api/compare?project=-media-tmos-bumblebe-dev-dev-year26-jul26-StackUnderflow | -
!CMP-proj-all       | GET | /api/compare?period=all&project=-media-tmos-bumblebe-dev-dev-year26-jul26-StackUnderflow | -
!CMP-proj-today     | GET | /api/compare?period=today&project=-media-tmos-bumblebe-dev-dev-year26-jul26-StackUnderflow | -
!CMP-proj-multi     | GET | /api/compare?project=-media-tmos-bumblebe-dev-dev-year26-jul26-StackUnderflow&project=-home-u-nope | -
!CMP-proj-miss      | GET | /api/compare?project=-no-such-project-anywhere | -
!CMP-proj-prov      | GET | /api/compare?period=all&project=-media-tmos-bumblebe-dev-dev-year26-jul26-StackUnderflow&provider=claude | -
!CMP-proj-prov-empty | GET | /api/compare?project=-media-tmos-bumblebe-dev-dev-year26-jul26-StackUnderflow&provider= | -

# ── method + unknown-parameter shapes ────────────────────────────────────────
# Deterministic: no body from the handler at all.
CMP-method          | POST | /api/compare                      | {}
CMP-method-put      | PUT  | /api/compare                      | {}
# An unknown query parameter is ignored, not rejected — FastAPI does not reject
# extras on a query signature. This one 200s, so it is `!` like its siblings.
!CMP-unknown-param  | GET | /api/compare?nonsense=1            | -

# ── from parity/endpoint-cases-c-yield.txt ─────────────────────────
# Batch C / member `yield` — cases for GET /api/yield (RS-5-116).
#
# Format and conventions: see the header of `parity/endpoint-cases.txt`. Ids are
# prefixed `Y-`. ORDER IS SIGNIFICANT; do not sort this file.
#
# ── LAW 7 clearance ──────────────────────────────────────────────────────────
#
# `/api/yield` shells out to git. Every invocation is READ-ONLY —
# `rev-parse --git-dir`, `log`, `rev-list` — and the endpoint writes no file, no
# store row and no cache. The full audit is DIV-095 in `parity/DIV-c-yield.md`.
# That is why these rows exist at all: an endpoint that wrote anything would get
# NO row, `!` marker or not (DIV-059, DIV-078).
#
# ── What can legitimately differ, and is not a port defect ───────────────────
#
# The payload is a function of the MACHINE's git working trees, not only of the
# store. Read DIV-095 before filing a divergence here. In short:
#
#  * a commit landing in any indexed `cwd` between the reference request and the
#    port request moves `follow_commit_sha` / `_msg` / `_age_hours` and can flip
#    `classification`. So can a rebase (reachability from HEAD). This worktree
#    is itself one of the indexed repos.
#  * `week` / `7days` / `30days` are ROLLING instants — `parse_period` reads the
#    clock, so the two servers compute bounds milliseconds apart and a session
#    inside that gap is in one payload and not the other. Same property
#    `CD-prov-week` already carries. `today`, `month` and `all` are stable
#    within a calendar day.
#  * `Y-all` is the expensive row: 1,310 sessions / 186 distinct cwds (22 of
#    which exist on this host and reach git) on the harness store, measured at
#    ~8 s for the bulk cwd query alone. It fits inside the differ's 300 s
#    per-case timeout with room, but if it ever does not, dropping THIS row
#    loses nothing the other period rows do not already cover.

# Select a project so `deps.current_log_path` is set. The integrator strips this
# row when merging — it already runs earlier in the shared file. `/api/yield`
# itself is global and does not read the current project, but the shared file's
# ordering contract is the contract.

# ── the happy path and every period branch ───────────────────────────────────
# `Y-today` is the empty case on the harness store (0 sessions started today),
# which is the one that proves the summary ships `"total_cost":0.0` — a FLOAT.
# There is no `sum()` in `yield_tracker.py`; the cost fields are seeded with the
# literal `0.0` and stepped with `+=`, so an int `0` here would be a divergence
# in the OTHER direction. DIV-096.
Y-today             | GET | /api/yield?period=today            | -
Y-default           | GET | /api/yield                         | -
Y-month             | GET | /api/yield?period=month            | -
Y-week              | GET | /api/yield?period=week             | -
Y-7days             | GET | /api/yield?period=7days            | -
Y-30days            | GET | /api/yield?period=30days           | -
Y-all               | GET | /api/yield?period=all              | -

# `week` and `7days` normalise to the SAME scope inside the tracker, but the
# body echoes the raw `period` string — so these two must differ in exactly one
# field and agree in every other. Both rows are here for that reason.

# ── the project filter (a repeatable query parameter) ────────────────────────
Y-project           | GET | /api/yield?period=all&project=-media-tmos-bumblebe-dev-dev-year26-jul26-StackUnderflow | -
Y-project-multi     | GET | /api/yield?period=all&project=-media-tmos-bumblebe-dev-dev-year26-jul26-StackUnderflow&project=-Users-yadkonrad-dev-dev-year26-jan26-StackUnderflow | -
# A slug nothing matches: the empty-entries shape again, this time reached
# through the SQL `IN (…)` rather than through an empty window.
Y-project-miss      | GET | /api/yield?period=month&project=-no-such-project-anywhere | -
# The filter narrows a period that WOULD have had rows — `jan26` has no July
# sessions, so this must come back empty while `Y-month` does not.
Y-project-narrows   | GET | /api/yield?period=month&project=-Users-yadkonrad-dev-dev-year26-jan26-StackUnderflow | -

# ── validation: every 400 shape ──────────────────────────────────────────────
# The detail joins `_VALID_PERIODS` in TUPLE order, so `week` and `all` sit in
# the middle: "Valid: today, week, month, all, 7days, 30days". `routes/cost.py`'s
# sibling message IS sorted; these are not copy-pasteable.
Y-bad-period        | GET | /api/yield?period=nonsense         | -
# `?period=` is the EMPTY string, not an absent parameter — it fails the
# allow-list rather than falling back to `month`.
Y-empty-period      | GET | /api/yield?period=                 | -
# `parse_period`'s own vocabulary is not this route's: `yesterday` is rejected
# here even though a reader might expect the scope parser to be the gate.
Y-unknown-period    | GET | /api/yield?period=yesterday        | -
# Case sensitivity: the allow-list is exact, so `Month` is a 400.
Y-period-case       | GET | /api/yield?period=Month            | -
# starlette resolves a repeated SCALAR to the LAST occurrence, so this is
# `month` and a 200 — not `all`, and not a 422.
Y-period-last-wins  | GET | /api/yield?period=all&period=month | -
# An unknown query parameter is ignored by FastAPI, not rejected.
Y-unknown-param     | GET | /api/yield?period=today&nope=1     | -

# ── from parity/endpoint-cases-c-ctxbudget.txt ─────────────────────────
# Batch C / ctxbudget — `GET /api/context-budget` (RS-5-060).
#
# Format and conventions: see the header of `endpoint-cases.txt`. The integrator
# folds these rows into that file and strips the leading `P-by-dir-known`, which
# already runs earlier there.
#
# ── What these rows prove ────────────────────────────────────────────────────
#
# The endpoint has THREE answer shapes and the case list covers all three:
#
#   * no `project`                     → the global budget
#   * a slug the store does not know   → 404 `Unknown project slug: <slug>`
#   * a slug it DOES know whose on-disk path is NULL/empty/gone
#                                      → 200, the GLOBAL shape, not a 404
#
# The fourth shape — a known slug with a live directory, which is the only one
# that emits `memory:project_CLAUDE.md` and the project agent/MCP slices —
# CANNOT be exercised here: every one of the 335 `projects` rows in
# `.parity-state/fresh/store.db` has `path IS NULL`, and populating one would be
# a write to the shared store. It is covered by unit tests in
# `routes/context_budget.rs` and `services/context_budget.rs` instead. Recorded
# as a coverage gap, not papered over.
#
# ── Side effects: none from the port, one from the reference ─────────────────
#
# LAW 7 audit. The port does no writes at all. The reference calls
# `schema.apply(conn)` per request, which is the migration ladder — a no-op on
# any store a server has already booted against (and the harness boots Python
# first for exactly this reason). No file, cache or store row is written by any
# row below. `schema.apply` is not ported: DIV-102.
#
# ── The one hazard the integrator must know about: DIV-103 ──────────────────
#
# This endpoint reads the maintainer's REAL `~` — `~/.claude/CLAUDE.md`,
# `~/.claude.json`, `~/.claude/skills/*/SKILL.md`, `~/.claude/agents/*.md`. Both
# servers inherit the same `$HOME` from `endpoint-parity.sh`, so they read the
# same files; but `~/.claude.json` is rewritten by any Claude Code session
# running on the machine, and the two servers read it a few milliseconds apart.
# A rewrite landing inside that window changes the `mcp:*` slices — or, if the
# reader catches a truncated file, removes them entirely — and the differ will
# report a divergence that is not one. Rows are left UNMARKED (a `!` would hide
# a real regression forever), so if `CB-*` fails on the `mcp:` slices alone,
# re-run before believing it.


# ── the global branch: no `project` at all ───────────────────────────────────
CB-global           | GET | /api/context-budget | -

# ── a known slug — 200 with the GLOBAL shape, because `path IS NULL` ─────────
CB-known-slug       | GET | /api/context-budget?project=-media-tmos-bumblebe-dev-dev-year26-jul26-StackUnderflow | -

# DIV-101's row: this slug names FOUR provider rows (claude, codex, antigravity,
# grok) and `get_project` is a `fetchone` with no ORDER BY, so exactly one of
# them decides the answer. Both sides must pick the same one.
CB-multi-provider   | GET | /api/context-budget?project=-Users-yadkonrad-dev-dev-year26-jan26-StackUnderflow | -

# A non-claude provider's slug, to prove the branch is provider-blind.
CB-gemini-slug      | GET | /api/context-budget?project=stackunderflow | -

# ── the 404 branch, and the shapes that reach it ─────────────────────────────
CB-slug-unknown     | GET | /api/context-budget?project=no-such-project-anywhere | -
# `?project=` is the EMPTY STRING, not `None` — it is a slug lookup that misses,
# so the detail string ends in a space. A port that treated it as "absent" would
# answer 200 here.
CB-slug-empty       | GET | /api/context-budget?project= | -
# The slug is never joined to a path; traversal is just a miss.
CB-slug-traversal   | GET | /api/context-budget?project=../../etc/passwd | -
# Percent-decoding happens before the lookup, so this is the SAME query as
# CB-known-slug and must answer identically.
CB-slug-encoded     | GET | /api/context-budget?project=%2Dmedia%2Dtmos%2Dbumblebe%2Ddev%2Ddev%2Dyear26%2Djul26%2DStackUnderflow | -
# starlette scalars take the LAST occurrence, so this 404s on `nope` even though
# a valid slug came first. First-wins would answer 200.
CB-slug-last-wins   | GET | /api/context-budget?project=-media-tmos-bumblebe-dev-dev-year26-jul26-StackUnderflow&project=nope | -

# ── the shapes a happy-path matrix never sees ────────────────────────────────
# An undeclared query parameter is ignored, not a 422.
CB-extra-param      | GET | /api/context-budget?project=nope&details=1&limit=abc | -
# GET-only path: FastAPI's 405, `{"detail":"Method Not Allowed"}`.
CB-method-post      | POST | /api/context-budget | -

# ── from parity/endpoint-cases-c-ctxreplay.txt ─────────────────────────
# Batch C / ctxreplay — `routes/context_replay.py` (RS-5-061).
#
# Format and conventions: see the header of `parity/endpoint-cases.txt`. The
# integrator merges these rows into that file and strips the leading
# `P-by-dir-known` row, which already runs earlier there.
#
# ORDER IS SIGNIFICANT. `deps.current_log_path` is server state, and this
# endpoint's fence reads it whenever no `?project=` / `?log_path=` is given, so
# the project must be selected before the first CR-* row runs.
#
# SIDE EFFECTS: none. Every row is a GET that only reads. Two things that look
# like writes are not:
#   * Python's handler calls `schema.apply(conn)` per request — a MIGRATION.
#     On `.parity-state/fresh` (`PRAGMA user_version` = 30, the newest
#     migration is v030) it iterates zero migrations and writes nothing. The
#     Rust port does not call it at all (DIV-106).
#   * Python memoises the built timeline in a process-local dict
#     (`_CONTEXT_CACHE`). No other endpoint reads it and it never touches disk,
#     so it cannot leak into another case the way DIV-059's pricing cache did.
#     Not ported — DIV-105.
#
# Session ids below are real rows in `.parity-state/fresh`:
#   04a86c63-… project 314 (-media-…-StackUnderflow), 3 messages, seq 2369/3036/3576
#   44b8f238-… project 314, 1276 messages, seq 1285 … 5832062
#   3cf184ca-… project  16 (-Users-…-chimera--worktrees-all-issues), 68 messages
# `seq` is NOT per-session-sequential — it is a global-ish counter — which is
# why the cutoffs are the values they are and not 1/2/3.


# ── the happy path, and every `at` branch ────────────────────────────────────
CR-full           | GET | /api/context-replay/04a86c63-4cfd-4929-91a3-3edfe80e3e2f | -
CR-at-mid         | GET | /api/context-replay/04a86c63-4cfd-4929-91a3-3edfe80e3e2f?at=3036 | -
CR-at-first       | GET | /api/context-replay/04a86c63-4cfd-4929-91a3-3edfe80e3e2f?at=2369 | -
# Below every seq: zero events, and `total_tokens` must be the int `0`.
CR-at-below       | GET | /api/context-replay/04a86c63-4cfd-4929-91a3-3edfe80e3e2f?at=2368 | -
CR-at-zero        | GET | /api/context-replay/04a86c63-4cfd-4929-91a3-3edfe80e3e2f?at=0 | -
CR-at-negative    | GET | /api/context-replay/04a86c63-4cfd-4929-91a3-3edfe80e3e2f?at=-1 | -
CR-at-past-end    | GET | /api/context-replay/04a86c63-4cfd-4929-91a3-3edfe80e3e2f?at=99999999 | -
# starlette keeps the LAST occurrence of a scalar query key, not the first.
CR-at-repeated    | GET | /api/context-replay/04a86c63-4cfd-4929-91a3-3edfe80e3e2f?at=3576&at=3036 | -
# `%2B` is a literal `+`; pydantic and `i64::from_str` both accept it.
CR-at-plus        | GET | /api/context-replay/04a86c63-4cfd-4929-91a3-3edfe80e3e2f?at=%2B3036 | -
# A bare `+` decodes to a space; pydantic strips before parsing.
CR-at-spaced      | GET | /api/context-replay/04a86c63-4cfd-4929-91a3-3edfe80e3e2f?at=+3036+ | -

# ── the heavy session: 1276 messages, every raw_json parsed ──────────────────
# The real payload the scrubber drags across, and the only row that exercises
# the preview truncation, the tool-label table and the `\uXXXX` token
# accounting at volume.
CR-big-full       | GET | /api/context-replay/44b8f238-3609-4445-97a9-37a5a99f1c9a | -
CR-big-at         | GET | /api/context-replay/44b8f238-3609-4445-97a9-37a5a99f1c9a?at=3153599 | -

# ── the miss: advisory, never a 404 ─────────────────────────────────────────
CR-unknown        | GET | /api/context-replay/no-such-session-at-all | -
CR-unknown-at     | GET | /api/context-replay/no-such-session-at-all?at=5 | -
# A path parameter that needs percent-decoding, on a session that cannot exist.
CR-unknown-utf8   | GET | /api/context-replay/caf%C3%A9 | -
# Starlette's `str` converter stops at `/`, so this matches no route at all and
# is FastAPI's `{"detail":"Not Found"}` — the port must 404 the same way rather
# than matching an empty `session_id`.
CR-no-segment     | GET | /api/context-replay/ | -

# ── the cross-project fence ─────────────────────────────────────────────────
# No `?project=` / `?log_path=`, so the scope is the current project (set by
# the row at the top). A session in ANOTHER project is fenced to the empty
# shape plus the warning — never that project's transcript.
CR-fence-current  | GET | /api/context-replay/3cf184ca-83e0-4c6c-8f8a-9b49bcfc89e5 | -
# An explicit `?project=` overrides the current project, and now the SAME
# session is in scope and serves its full timeline.
CR-scope-explicit | GET | /api/context-replay/3cf184ca-83e0-4c6c-8f8a-9b49bcfc89e5?project=-Users-yadkonrad-dev-dev-year26-feb26-chimera--worktrees-all-issues | -
# …which fences the StackUnderflow session in the same breath.
CR-fence-project  | GET | /api/context-replay/04a86c63-4cfd-4929-91a3-3edfe80e3e2f?project=-Users-yadkonrad-dev-dev-year26-feb26-chimera--worktrees-all-issues | -
